--SOURCE: CSMN666LABS SPRING 2005
--ZIPCODE,CITY,STATE
10000-0049MADEUP         QQ
10040-2163GRENADA        MS
10040-2182JACKSONVILLE   FL
10040-2204SHREVEPORT     LA
10040-2209TULSA          OK
10040-2228GALVESTON      TX
10040-2244HOUSTON        TX
10040-2246CORPUS CHRISTI TX
10040-2293AJAX           ON
10040-2296KIRKSVILLE     MO
10040-2324THORNHILL      FR
10040-2366BARTLESVILLE   OK
10040-2374GARDEN GROVE   CA
10040-2390OMAHA          NE
10040-2407PROVO          UT
10040-2426BROOKLYN       NY
10040-2440LOS ANGELES    CA
10040-2516OAKLAND        CA
10040-2523WASHINGTON     DC
10040-2541BANNING        CA
10040-2553BETHESDA       MD
10040-2554BROOKLYN       NY
10040-2559COUNCIL BLUFFS IA
10040-2562ROSSLYN        VA
10040-2587LEBANON        NH
10040-2641VANCOUVER      BC
10040-2651CALGARY        AB
10040-2663WINNIPEG       MB
10040-2684OAK PARK       MI
10040-2719TRIPLER AMC    HI
10040-2727CRANSTON       RI
10040-2753BALDWIN        NY
10040-2770CAMBRIA HEIGHTSNY
10040-2850PASSAIC        NJ
10040-2860NEWARK         NJ
10040-2885PHILADELPHIA   PA
10040-2889DANVILLE       PA
10040-2904PHILADELPHA    PA
10040-2917NEWARK         DE
10040-2925YORK           PA
10040-2927OKLAHOMA CITY  OK
10040-2939COLUMBIA       MD
10040-2951DURHAM         NC
10040-2974MANASSAS       VA
10040-2989RALEIGH        NC
10040-2995W-S            NC
10040-3116CINCINNATI     OH
10040-3210COLUMBIA       MD
10040-3220ANN ARBOR      MI
10040-3275WAUKEGAN       IL
10040-3289CHATTANOOGA    TN
10040-3320HOMEWOOD       AL
10040-3327JACKSON        MS
10040-3410HOUSTON        TX
10040-3412PHILADELPHIA   PA
10040-3439DALLAS         TX
10040-3458DURHAM         NC
10040-3474ROCKWELL CITY  IA
10040-3545KANSAS CITY    KS
10040-3546CLEVELAND      OH
10040-3552TACOMA         WA
10040-3560TUCSON         AZ
10040-3564LACKLAND AFB   TX
10040-3570DURHAM         NC
10040-3590TACOMA         WA
10040-3595DAYTON         OH
10040-3602BRIGHTON       MI
10040-3606OAKLAND        CA
10040-3620LA HABRA       CA
10040-3702ORLANDO        FL
10040-3705AUGUSTA        GA
10040-3724NEW YORK       NY
10040-3812VESTAL         NY
10040-3821NORTHBROOK     IL
10040-3825SAN FRANCISCO  CA
10040-3836CHARLESTON     SC
10040-3839BOWLING GREEN  KY
10040-3843CHARLOTTE      NC
10040-3846GAUTIER        MS
10040-3850LAFAYETTE      LA
10040-3851BIRMINGHAM     AL
10040-3874SAN JOSE       CA
10040-3925NEWYORK        NY
10040-3927IRVINE         CA
10040-3941WILLIAMSON     WV
10040-3944HOUSTON        TX
10040-3946NEW HAVEN      CT
10040-3963HOUSTON        TX
10040-3965BOSTON         MA
10040-3966FRAMILGHAM     MA
10040-3972BEACON FALLS   CT
10040-3986BENSALEM       PA
10040-3997PORT JEFFERSON NY
10040-4001ELMONT         NY
10040-4003DURHAM         NC
10040-4010BROOKLYN       NY
10040-4029EAST AMHERST   NY
10040-4046HUNTINGTON STATNY
10040-4062HALIFX         NS
10040-4068HALIFAX NS     NS
10040-4135ELKINS PARK    PA
10040-4138KIRKSVILLE     MO
10040-4146KEW GARDENS    NY
10040-4162HYATTSVILLE    MD
10040-4171PHILADELPHIA   PA
10040-4186CHICAGO        IL
10040-4188PORTSMOUTH     VA
10040-4195ROANOKE        VA
10040-4209BALTIMORE      MD
10040-4210GREENSBORO     NC
10040-4234MANHATTAN BEACHCA
10040-4279CINCINNATI     OH
10040-4319CAMBRIDGE      MA
10040-4324LAKE ZURICH    IL
10040-4355YPSILANTI      MI
10040-4364DEARBORN       MI
10040-4365ANN ARBOR      MI
10040-4368DETROIT        MI
10040-4389HUNTINGTON     WV
10040-4401PROSPECT       KY
10040-4415ANTIOCH        CA
10040-4418HICKORY PLAINS AR
10040-4429BATON ROUGE    LA
10040-4430GARDEN GROVE   CA
10040-4438NORTHRIDGE     CA
10040-4444CHOUTEAU       OK
10040-4452GLENPOOL       OK
10040-4463BATON ROUGE    LA
10040-4493SAN RAFAEL     CA
10040-4511TORONTO        ON
10040-4514FORT ERIE      ON
10040-4528LONDON         ON
10040-4530CORPUS CHRISTI TX
10040-4547LONDON         ON
10040-4549TORONTO        ON
10040-4551BROCKVILLE     ON
10040-4553TORONTO          
10040-4560LEBANON        MO
10040-4566BURLINGTON     ON
10040-4572MARKHAM        ON
10040-4585HOUSTON        TX
10040-4586BRAMPTON       ON
10040-4630ST GEORGE      UT
10040-4644NEW LONDON     CT
10040-4647SAN FRANCISCO  CA
10040-4669SAN JOSE       CA
10040-4678ANAHEIM        CA
10040-4697BERKELEY       CA
10040-4699WASHINGTON     DC
10040-4712HAYWARD        CA
10040-4713CHICAGO        IL
10040-4730EWA BEACH      HI
10040-4746LANSING        MI
10040-4747GARLAND        TX
10040-4751RUSTON         LA
10040-4767PLANTATION     FL
10040-4771BALTIMORE      MD
10040-4805SALINAS        CA
10040-4811BROOKLINE      MA
10040-4816CAMBRIDGE      MA
10040-4821CLAREMONT      CA
10040-4869WINNIPEG       MB
10040-4872VICTORIA       BC
10040-4877SURREY         BC
10040-4883BURNABY        BC
10040-4888VANCOUVER      BC
10040-4890BURNABY        BC
10040-5133CANTON         MI
10040-5534BOSTON         MA
10040-5876KNIGHTDALE     NC
10040-5998MEMPHIS        TN
10040-5999NASHUA         NH
10040-6181PHILADELPHIA   PA
10040-6263FRANKLIN       IN
10040-6406SOUTH BEND     IN
10040-6918GALVESTON      TX
10040-7157MADISON        WI
10040-8220EAST RUTHERFORDNJ
10040-8448CHICAGO        IL
10040-8756NEWVILLE       AL
10040-8902TAMPA          FL
10040-9093BASEL          MN
10040-9694DURHAM         NC
10040-9715LEXINGTON      KY
10050-0817PLYMOUTH       MA
10050-0991AUGUSTA        GA
10050-1242BROOKLYN       NY
10050-1455WARREN         IL
10050-1611ALBUQUERQUE    NM
10050-2175WHITTIER       CA
10050-2590PITTSBURGH     PA
10050-2818WILLIAMSVILLE  NY
10050-3351SAN JUAN       PR
10050-3363BAYAMON        PR
10050-3401CALDWELL       ID
10050-3965CASPER         WY
10050-4264TOPEKA         KS
10050-6453BURLINGTON     MA
10050-6690BROOKLYN       NY
10050-6734NEWARK         NJ
10050-6899INDIANPOLIS    IN
10050-7174PLANT CITY     FL
10050-7182TAMPA          FL
10050-7334CHICAGO        IL
10050-7359NASHVILLE      TN
10050-7389NEWARK         DE
10050-7655VIRGINIA BEACH VA
10050-7693COVINGTON      TN
10050-7826MOBILE         AL
10050-8570PHILADELPHIA   PA
10050-8593FREELAND       WA
10050-8851CINCINNATI     OH
10050-9291CINCINNATI     OH
10050-9320PORTLAND       OR
10060-0547ALEXANDRIA     VA
10060-0572CHARLESTON     SC
10060-0902CLEVELAND HEIGHOH
10060-0995ALBION         PA
10060-1095NORTH MIAMI    FL
10060-1177AKRON          OH
10060-1385ROCHESTER      MN
10060-1706CLEVELAND      OH
10060-2005BROOKLVN       NY
10060-2137CHICAGO        IL
10060-2235CHICAGO HEIGTHSIL
10060-2317CLEVELAND      OH
10060-2420BROOKLINE      MA
10060-2429RIVERDALE      NY
10060-2502LOS ANGELES    CA
10060-3533BALTIMORE      MD
10060-3594PISCATAWAY     NJ
10060-3728MADISON        WI
10060-3750JAMAICA        NY
10060-3780SEATTLE        WA
10060-3817WORDCESTER     MA
10060-4040TULSA          OK
10060-4213EDMOND         OK
10060-4312PORTLAND       OR
10060-4403PLYMOUTH       MA
10060-4439NEW YORK       NY
10060-4448CAMILLUS       NY
10060-4463WAUKEGAN       IL
10060-4667LAKE PARK      GA
10060-4823FAYETTEVILL    NC
10060-4827LEXINGTON      KY
10060-4919LUBBOCK        TX
10060-5131FREDRICK       MD
10060-5456PITTSBURGH     PA
10060-5506AVONDALE ESTATEGA
10060-5508ATLANTA        GA
10060-5647STOCKHOLM      SD
10060-5779LUBBOCK        TX
10060-5826LACKLAND AFB   TX
10060-6074HUNTINGTON     NY
10060-6326MEMPHIS        TN
10060-6365GAINESVILLE    FL
10060-6538SAN ANTONIO    TX
10060-6833HOLYOKE        MA
10060-6926WINSTON-SALEM  NC
10060-6939PHILADELPHIA   PA
10060-6953MEADVILLE      PA
10060-6976BETHESDA       MD
10060-7017PISCATAWAY     NJ
10060-7153HOUSTON        TX
10060-7198GLENVIEW       IL
10060-7253HONOLULU       HI
10060-7280WASHINGTON     DC
10060-7342PHOENIX        AZ
10060-7352BALTIMORE      MD
10060-7367STATEN ISLAND  NY
10060-7378BRONX          NY
10060-7460LOUISVILLE     KY
10060-7494OVERLAND PARK  KS
10060-7524ROCHESTER      NY
10060-7718EAST BRUNSWICK NJ
10060-7777ATLANTA        GA
10060-7986THIBODAUX      LA
10060-7996HOUSTON        TX
10060-8010BETHESDA       MD
10060-8046HOUSTON        TX
10060-8149GAINESVILLE    FL
10060-8295BRONX          NY
10060-8383LOUISVILLE     KY
10060-8455LOS GATOS      CA
10060-8500FALLS CHURCH   VA
10060-8513PORTSMOUTH     VA
10060-8616SHAKER HEIGHTS OH
10060-8860CINCINNATI     OH
10060-8990VANCOUVER      BC
10060-9016ORLANDO        FL
10060-9033CAMBRIDGE      MA
10060-9048BOSTON         MA
10060-9088HALLANDALE     FL
10060-9189BOSTON         MA
10060-9207MONTCLAIR      NJ
10060-9359SPARTANBURG    SC
10060-9395RALEIGH        NC
10060-9441MUNCIE         IN
10060-9480ST CLAIR SHORESMI
10060-9537BELLEVILLE     NJ
10060-9647ROANOKE        VA
10060-9740ERWIN          TN
10060-9866SANTA ANNA     CA
10060-9929ST LOUIS       MO
10060-9932LOS ANGELES    CA
10070-0015BRONX          NY
10070-0029LIVONIA        MI
10070-0085HAVERFORD      PA
10070-0111METUCHEN       NJ
10070-0114FORT WAYNE     IN
10070-0231BROOKLYN       NY
10070-0264DALLAS         TX
10070-0319SEATTLE        WA
10070-0358HILLIARD       OH
10070-0518OAK PARK       ME
10070-0580FLORAL PARK    NY
10070-0628STONY BROOK    NY
10070-0654CARMEL         IN
10070-0671EDGEWATER      NJ
10070-0713WILLIAMSVILLE  NY
10070-0722PITTSBURGH     PA
10070-0744NASHVILLE      TN
10070-0850WEST WARWICK   RI
10070-0901LOS ANGELES    CA
10070-0947SACRAMENTO     CA
10070-1050BALTIMORE      MD
10070-1062SAN ANTONIO    TX
10070-1141N LITTLE ROCK  AR
10070-1272REGO PARK      NY
10070-1394NEW ROCHELLE   NY
10070-1401YORK           PA
10070-1448COLUMBIA       MO
10070-1476BROOKLYN       NY
10070-1515PHOENIX        AZ
10070-1551WEST ROXBURY   MA
10070-1579WHEATLY HEIGHTSNY
10070-1586BROOKLYN       NY
10070-1733OROCOVIS       PR
10070-1785TRIPLER AMC    HI
10070-1799CHICAGO        IL
10070-1822MADISON        WI
10070-1849DETROIT        MI
10070-1853DETROIT        MI
10070-1862MADISON        WI
10070-1969CHAPEL HILL    NC
10070-2110SANTA CLARA    CA
10070-2222CHARLOTTESVILLEVA
10070-2261DURHAM         NC
10070-2334MINNEAPOLIS    MN
10070-2340NEW YORK       NY
10070-2345OKLAHOMA CITY  OK
10070-2379RONKONKOMA     NY
10070-2496GAINESVILLE    FL
10070-2498SAN FRANCISCO  CA
10070-2534FORT HOOD      TX
10070-2549BELLEROSE      NY
10070-2559ARLINGTON      MA
10070-2562CLEVELAND      OH
10070-2616COLUMBIA       MD
10070-2825ANN ARBOR      MI
10070-2927SEATTLE        WA
10070-2931NEW YORK       NY
10070-2956STANFORD       CA
10070-2984LOUISVILLE     KY
10070-3002BIRMINGHAM     AL
10070-3005TUPELO         MS
10070-3037DURHAM         NC
10070-3059STERLING       VA
10070-3127NEW YORK       TX
10070-3272ORLANDO        FL
10070-3296ANAHIEM        CA
10070-3311TORRANCE       CA
10070-3402LOS ANGELES    CA
10070-3465CHICAGO        IL
10070-3473NEW YORK       NY
10070-3556UTICA          NY
10070-3561AMHERST        MA
10070-3607WARWICK        RI
10070-3637BURLINGTON     VT
10070-3640RICHMOND       VA
10070-3657ZIONSVILLE     IN
10070-3674NEW BRUNSWICK  NJ
10070-3687BOSTON         MA
10070-3689PHOENIX        AZ
10070-3724TEMPLE         TX
10070-3786TOLEDO         OH
10070-3820AKRON          OH
10070-3829ROCHESTER      MN
10070-3833SCOTTSDALE     AZ
10070-3892MILWAUKEE      WI
10070-3895CHICAGO        IL
10070-3910BELLAIRE       TX
10070-3922ERIE           PA
10070-3948CLEVELAND HTS  OH
10070-3959NEW YORK       NY
10070-3961ROYAL OAK      MI
10070-3989CHATTANOOGA    TN
10070-4059MAYWOOD        IL
10070-4100FOREST HILLS   NY
10070-4102OKLAHOMA CITY  OK
10070-4115VANCOUVER      BC
10070-4125DEARBORN       MI
10070-4299LOS ANGELES    CA
10070-4301KEY LARGO      FL
10070-4322BROOKLYN       NY
10070-4331BOSTON         MA
10070-4341SAN FRANCISCO  CA
10070-4350LOS ANGELES    CA
10070-4362ALLENTOWN      PA
10070-4370RESEDA         CA
10070-4387LOS ANGELES    CA
10070-4442CHAPEL HILL    NC
10070-4454MAYAGUEZ       PR
10070-4512IRVINE         CA
10070-4592NEW YORK       NY
10070-4612QUEENS         NY
10070-4616HOBOKEN        NJ
10070-4621ATLANTA        GA
10070-4661TOLEDO         OH
10070-4662TAMPA          NY
10070-4685GARDEN GROVE   CA
10070-4689WILMINGTON     DE
10070-4701DURHAM         NC
10070-4739PHILADELPHIA   PA
10070-4773DENVER         CO
10070-4776BALA CYNWYD    PA
10070-4791MANHASSET      NY
10070-4827NEW YORK       NY
10070-4842LA JOLLA       CA
10070-4901COLUMBIA       SC
10070-4903CHARLOTTE      NC
10070-4940FORRESTVILLE   MD
10070-4944CHICAGO        IL
10070-4955FAR ROCKAWAY   NY
10070-4984SPRINGFIELD    IL
10070-5009DALLAS         TX
10070-5019GALVESTON      TX
10070-5058INDIANAPOLIS   IN
10070-5087BROOKLYN       NY
10070-5113CHICAGO        IL
10070-5148GRAND RAPIDS   MI
10070-5203BOSTON         MA
10070-5334LAKEWOOD       OH
10070-5338HOUSTON        TX
10070-5398TULSA          OK
10070-5417ANN ARBOR      MI
10070-5424HOUSTON        TX
10070-5451SACRAMENTO     CA
10070-5474COLUMBIA       SC
10070-5498HICKORY        NC
10070-5523BROOKLYN       NY
10070-5545GROSSE POINTE PMI
10070-5550NASHVILLE      TN
10070-5576SEATTLE        WA
10070-5658HOUSTON        TX
10070-5671ALBUQUERQUE    NM
10070-5682SPOKANE        WA
10070-5728STONY BROOK    NY
10070-5830ST PETERSBURG  FL
10070-5840ANN ARBOR      MI
10070-5941BANGOR         ME
10070-5947NEW YORK       NY
10070-6004PHILADELPHIA   PA
10070-6048MIAMI BEACH    FL
10070-6065ANN ARBOR      MI
10070-6073PALO ALTO      CA
10070-6086SAN FRANCISCO  CA
10070-6090CINCINNATI     OH
10070-6094NEW YORK       NY
10070-6097PITTSBURGH     PA
10070-6102FAYETTEVILLE   NC
10070-6140BETHESDA       MD
10070-6143BRONX          NY
10070-6168SALT LAKE CITY UT
10070-6202COLUMBIA       SC
10070-6218SACRAMENTO     CA
10070-6230CHICAGO        IL
10070-6242DELRAY BEACH   FL
10070-6268DAYTON         OH
10070-6280NEW HAVEN      CT
10070-6290CINCINNATI     OH
10070-6328NEW ORLEANS    LA
10070-6335CLEVELAND      OH
10070-6367PHILADELPHIA   PA
10070-6369WORCESTER      MA
10070-6406ANN ARBOR      MI
10070-6441BATON ROUGE    LA
10070-6459SHREVEPORT     LA
10070-6462COVINGTON      TN
10070-6466PINEVILLE      LA
10070-6485BEAUMONT       TX
10070-6625PITTSBURGH     PA
10070-6648OMAHA          NE
10070-6782SANTA CLARITA  CA
10070-6822SEATTLE        WA
10070-6834WILMINGTON     DE
10070-6848GUAYNABO       PR
10070-6858ST. LOUIS      MO
10070-6882TAMPA          FL
10070-6948EDMONTON       AB
10070-6999MIDLOTHIAN     VA
10070-7008MIAMI          FL
10070-7009BROOKLYN       NY
10070-7043BRONX          NY
10070-7045PHILADELPHIA   PA
10070-7070PHILADELPHIA   PA
10070-7086NEW YORK       NY
10070-7102CINCINNATI     OH
10070-7146HOBOKEN        NJ
10070-7154JAMAICA HILLS  NY
10070-7156NEW YORK       NY
10070-7279PITTSBURGH     PA
10070-7304MAYWOOD        IL
10070-7320CLEVELAND      OH
10070-7325BALTIMORE      MD
10070-7351SPENCERVILLE   MD
10070-7359CHARLOTTESVILLEVA
10070-7368WAYNESBORO     VA
10070-7380AKRON          OH
10070-7396PHILADELPHIA   PA
10070-7423WOODBURY       MN
10070-7462MEMPHIS        TN
10070-7463ATLANTA        GA
10070-7472BOSTON         MA
10070-7493ATLANTA        GA
10070-7509NASHVILLE      TN
10070-7522CHAPEL HILL    NC
10070-7543CHICAGO        IL
10070-7566STANFORD       CA
10070-7580CINCINNATI     OH
10070-7635SEATTLE        WA
10070-7654CHICAGO        IL
10070-7688MAYWOOD        IL
10070-7696TACOMA         WA
10070-7720DETROIT        MI
10070-7726DETROIT        MI
10070-7731CHICAGO        IL
10070-7757DETROIT        MI
10070-7767SEATTLE        WA
10070-7780SAN ANTONIO    TX
10070-7875TEXARKANA      TX
10070-7924TULSA          OK
10070-7937HOUSTON        TX
10070-7941ATLANTA        GA
10070-7955LUBBOCK        TX
10070-7961JACKSONVILLE   FL
10070-8019SEATTLE        WA
10070-8067CHICAGO        IL
10070-8079POCATELLO      ID
10070-8080MEADVILLE      PA
10070-8108WICHITA        KS
10070-8123TACOMA         WA
10070-8137GALVESTON      TX
10070-8141DENVER         CO
10070-8147CINNCINATI     OH
10070-8156ALBUQUERQUE    NM
10070-8170BALTIMORE      MD
10070-8215SAN FRANCISCO  CA
10070-8232GAINESVILLE    FL
10070-8236FORT SAM HOUSTOTX
10070-8240ALBUQUERQUE    NM
10070-8250KEESLER AFB    MS
10070-8300SAN FRANCISCO  CA
10070-8301SANTA CRUZ     CA
10070-8358MEMPHIS        TN
10070-8362TUSTIN         CA
10070-8382GAINESVILLE    FL
10070-8403SYRACUSE       NY
10070-8411SAN JUAN       PR
10070-8436ALHAMBRA       CA
10070-8440PEARLAND       TX
10070-8459DANVILLE       PA
10070-8497CHICAGO        IL
10070-8556RICCMOND HILL  NY
10070-8570NEW YORK       NY
10070-8587SOUTH OZON PARKNY
10070-8611TOMS RIVER     NJ
10070-8622EDISON         NJ
10070-8683AUBURN         ME
10070-8688JACKSONVILLE   FL
10070-8689ADELPHI        MD
10070-8694NEW YORK       NY
10070-8697WASHINGTON DC  VA
10070-8729MARSHALL       NC
10070-8739SEATTLE        WA
10070-8748WINTERVILLE    GA
10070-8759DURHAM         NC
10070-8762ATLANTA        GA
10070-8784ERIE           PA
10070-8787ORANGE         CA
10070-8790INDIANAPOLIS   IN
10070-8807NASHVILLE      TN
10070-8835DELRAY BEACH   FL
10070-8845TALLAHASSEE    FL
10070-8934LA JOLLA       CA
10070-8971LITTLE ROCK    AR
10070-8989HOUSTON        TX
10070-9006NORMAN         OK
10070-9007KANSAS CITY    KS
10070-9029CHICAGO        IL
10070-9042PEARLAND       TX
10070-9090GAINESVILLE    FL
10070-9101HAMDEN         CT
10070-9120TORONTO        ON
10070-9149NORTHFIELD     MN
10070-9193VERDI          NV
10070-9236GAINESVILLE    FL
10070-9267ARLINGTON      VA
10070-9288SACRAMENTO     CA
10070-9330BOSTON         MA
10070-9353COLUMBUS       OH
10070-9394ALLENTOWN      PA
10070-9396BALTIMORE      MD
10070-9417SAN JUAN       PR
10070-9468VANCOUVER      BC
10070-9525HIGHLAND PARK  NJ
10070-9527ATLANTA        GA
10070-9538FARMINGTON     CT
10070-9539ALBANY         NY
10070-9556NASHVILLE      TN
10070-9563NEW BRUNSWICK  NJ
10070-9575ALBANY         NY
10070-9587ROCHESTER      MN
10070-9597ELMHURST       NY
10070-9601BROOKLYN       NY
10070-9619DANBURY        CT
10070-9637BUFFALO        NY
10070-9641WASHINGTON     DC
10070-9668SYRACUSE       NY
10070-9674COLUMBUS       OH
10070-9710OZONE PARK     NC
10070-9714NORTH BRUNSWICKNJ
10070-9727W. ALLENHURST  NJ
10070-9734FLINT          MI
10070-9746SAN DIEGO      CA
10070-9756WASHINGTON     DC
10070-9767NEPTUNE        NJ
10070-9778CHAPEL HILL    NC
10070-9786SAN ANTONIO    TX
10070-9787PHILADELPHIA   PA
10070-9789ASTORIA        NY
10070-9800BETHLEHEM      PA
10070-9802NEW ORLEANS    LA
10070-9807SICKLERVILLE   NJ
10070-9865PHILADELPHIA   PA
10070-9876NEW HAVEN      CT
10070-9884MANHASSET      NY
10070-9922VALHALLA       NY
10070-9947DURHAM         NC
10070-9950CHAPEL HILL    NC
10070-9954STATEN ISLAND  NY
10080-0021CHICAGO        IL
10080-0118TULSA          OK
10080-0120ST LOUIS       MO
10080-0133CHICAGO        IL
10080-0143DALLAS         TX
10080-0149INDIANAPOLIS   IN
10080-0160BALTIMORE      MD
10080-0172PHILADELPHIA   PA
10080-0185OAK PARK       IL
10080-0210SILVER SPRING  MD
10080-0247COLUMBIA       SC
10080-0262BIRMINGHAM     MI
10080-0276TORRANCE       CA
10080-0294SEATTLE        WA
10080-0297WEST ALLIS     WI
10080-0319BALTIMORE      MD
10080-0336OMAHA          NE
10080-0379TUPELO         MS
10080-0424GALVESTON      TX
10080-0446ALBUQUERQUE    NM
10080-0536PITTSBURGH     PA
10080-0546DALLAS         TX
10080-0579CLEVELAND      OH
10080-0591BALTIMORE      MD
10080-0615WASHINGTON     DC
10080-0628MINNEAPOLIS    MN
10080-0676CHARLESTON     WV
10080-0712BOSTON         MA
10080-0778LOS ANGELES    CA
10080-0789LOS ANGELES    CA
10080-0871TACOMA         WA
10080-0901WILMINGTON     DE
10080-0913BAYAMON        PR
10080-0936BOSTON         MA
10080-0976BROOKLINE      MA
10080-0980NEW ORLEANS    LA
10080-0995NEW YORK       NY
10080-1040OKLAHOMA CITY  OK
10080-1068BOSTON         MA
10080-1081BROOKLINE      MA
10080-1083NEW ORLEANS    LA
10080-1087ORANGE         CA
10080-1089BUFFALO        NY
10080-1093CHARLOTTESVILLEVA
10080-1094WEST HAVEN     CT
10080-1123STONY  BROOK   NY
10080-1170SANTA MONICA   CA
10080-1179LEBANON        NH
10080-1199PITTSBURGH     PA
10080-1214BRONX          NY
10080-1229ALBANY         NY
10080-1260CAMDEN         NJ
10080-1266WAYNE          NJ
10080-1288PHILADELPHIA   PA
10080-1307BRYN MAWR      PA
10080-1310PITTSBURGH     PA
10080-1320JOHNSTOWN      PA
10080-1321KEW GARDENS, NYNY
10080-1339TOWSON         MD
10080-1373ENCINO         CA
10080-1377ENFIELD        CT
10080-1396WINSTON-SALEM  NC
10080-1451HOUSTON        TX
10080-1462LEXINGTON      KY
10080-1504CANTON         OH
10080-1505YPSILANTI      MI
10080-1508BURLINGTON     VT
10080-1530OAK LAWN       IL
10080-1551CHICAGO        IL
10080-1553BELLEVILLE     IL
10080-1573TOLEDO         OH
10080-1579FITCHBURG      WI
10080-1625MARSHFIELD     WI
10080-1654MEMPHIS        TN
10080-1678FORT SAM HOUSTOFL
10080-1787TORONTO        ON
10080-1829CINCINNATI     OH
10080-1899WICHITA        KS
10080-1915ENGLEWOOD      CO
10080-1946BROOKLYN       NY
10080-1962SHORELINE      WA
10080-1995PACOIMA        CA
10080-2010DALLAS         TX
10080-2020WALNUT CREEK   CA
10080-2025ALBUQUERQUE    NM
10080-2045WATSONVILLE    CA
10080-2053BRONX          NY
10080-2068SANTA FE       NM
10080-2077PITTSBURGH     PA
10080-2080BROOKLYN       NY
10080-2081SAN DIEGO      CA
10080-2090PHILADELPHIA   PA
10080-2091ARLINGTON      VA
